"CH1_x","CH1_y"
3720.5,-0.1260080645,
3722.25,-0.2268145161,
3724,-0.3276209677,
3725.75,-0.1764112903,
3727.5,-0.3276209677,
3729.25,-0.1764112903,
3731,-0.0252016129,
3732.75,-0.07560483871,
3734.5,-0.2268145161,
3736.25,-0.1764112903,
3738,-0.2268145161,
3739.75,-0.3780241935,
3741.5,-0.3780241935,
3743.25,-0.07560483871,
3745,-0.1260080645,
3746.75,-0.4284274194,
3748.5,-0.3780241935,
3750.25,-0.3276209677,
3752,-0.1764112903,
3753.75,-0.1764112903,
3755.5,-0.4284274194,
3757.25,-0.529233871,
3759,-0.07560483871,
3760.75,-0.1260080645,
3762.5,-0.3276209677,
3764.25,-0.2268145161,
3766,-0.3780241935,
3767.75,-0.3780241935,
3769.5,-0.1260080645,
3771.25,-0.3276209677,
3773,-0.2772177419,
3774.75,-0.2772177419,
3776.5,-0.5796370968,
3778.25,-0.1260080645,
3780,-0.1764112903,
3781.75,-0.4284274194,
3783.5,-0.2772177419,
3785.25,-0.3276209677,
3787,0.0252016129,
3788.75,-0.1764112903,
3790.5,-0.2268145161,
3792.25,0.0252016129,
3794,-0.3780241935,
3795.75,-0.3780241935,
3797.5,-0.1260080645,
3799.25,-0.07560483871,
3801,0.1764112903,
3802.75,-0.1260080645,
3804.5,0.1260080645,
3806.25,-0.1260080645,
3808,-0.1260080645,
3809.75,-0.3276209677,
3811.5,-0.2268145161,
3813.25,-0.0252016129,
3815,-0.4284274194,
3816.75,-0.4284274194,
3818.5,-0.1764112903,
3820.25,-0.3276209677,
3822,-0.07560483871,
3823.75,-0.1260080645,
3825.5,-0.2772177419,
3827.25,-0.2268145161,
3829,-0.1260080645,
3830.75,-0.1764112903,
3832.5,0.1260080645,
3834.25,-0.2772177419,
3836,-0.2268145161,
3837.75,-0.1260080645,
3839.5,0.07560483871,
3841.25,-0.2268145161,
3843,-0.1764112903,
3844.75,0.0252016129,
3846.5,-0.0252016129,
3848.25,-0.07560483871,
3850,-0.3276209677,
3851.75,-0.1764112903,
3853.5,-0.2772177419,
3855.25,-0.2772177419,
3857,-0.0252016129,
3858.75,-0.0252016129,
3860.5,-0.2772177419,
3862.25,0.0252016129,
3864,-0.2772177419,
3865.75,-0.1764112903,
3867.5,-0.1764112903,
3869.25,-0.2268145161,
3871,-0.07560483871,
3872.75,-0.3780241935,
3874.5,-0.0252016129,
3876.25,-0.4284274194,
3878,-0.07560483871,
3879.75,-0.2268145161,
3881.5,-0.1260080645,
3883.25,-0.1260080645,
3885,-0.3276209677,
3886.75,-0.5796370968,
3888.5,-0.3780241935,
3890.25,-0.529233871,
3892,-0.529233871,
3893.75,-0.2772177419,
3895.5,-0.07560483871,
3897.25,-0.6300403226,
3899,-0.3780241935,
3900.75,-0.2268145161,
3902.5,-0.4788306452,
3904.25,-0.0252016129,
3906,-0.2268145161,
3907.75,-0.2268145161,
3909.5,-0.2772177419,
3911.25,-0.1260080645,
3913,0.07560483871,
3914.75,-0.1764112903,
3916.5,-0.07560483871,
3918.25,-0.07560483871,
3920,-0.1260080645,
3921.75,0.07560483871,
3923.5,-0.3276209677,
3925.25,0.1764112903,
3927,-0.07560483871,
3928.75,0.2268145161,
3930.5,0.0252016129,
3932.25,0.1764112903,
3934,0.0252016129,
3935.75,-0.0252016129,
3937.5,0.1764112903,
3939.25,-0.2772177419,
3941,-0.0252016129,
3942.75,-0.2268145161,
3944.5,-0.07560483871,
3946.25,-0.2772177419,
3948,-0.2268145161,
3949.75,-0.2772177419,
3951.5,-0.2772177419,
3953.25,-0.2268145161,
3955,-0.3276209677,
3956.75,-0.2268145161,
3958.5,-0.2268145161,
3960.25,-0.2268145161,
3962,-0.1764112903,
3963.75,-0.2772177419,
3965.5,-0.07560483871,
3967.25,-0.1764112903,
3969,-0.2268145161,
3970.75,-0.2772177419,
3972.5,-0.3780241935,
3974.25,-0.4788306452,
3976,-0.2772177419,
3977.75,-0.2772177419,
3979.5,-0.1260080645,
3981.25,-0.0252016129,
3983,-0.3780241935,
3984.75,-0.1764112903,
3986.5,-0.07560483871,
3988.25,-0.3780241935,
3990,-0.1764112903,
3991.75,-0.07560483871,
3993.5,-0.1764112903,
3995.25,-0.07560483871,
3997,-0.2268145161,
3998.75,-0.1764112903,
4000.5,0.0252016129,
4002.25,0.1764112903,
4004,-0.3276209677,
4005.75,-0.07560483871,
4007.5,-0.07560483871,
4009.25,-0.3276209677,
4011,-0.1260080645,
4012.75,-0.3780241935,
4014.5,-0.1260080645,
4016.25,-0.1764112903,
4018,-0.1764112903,
4019.75,-0.1260080645,
4021.5,-0.529233871,
4023.25,-0.3276209677,
4025,-0.2772177419,
4026.75,-0.2268145161,
4028.5,-0.1764112903,
4030.25,-0.2268145161,
4032,-0.07560483871,
4033.75,0.0252016129,
4035.5,-0.1260080645,
4037.25,-0.2268145161,
4039,-0.2268145161,
4040.75,0.0252016129,
4042.5,0.0252016129,
4044.25,-0.1764112903,
4046,-0.1764112903,
4047.75,-0.2772177419,
4049.5,-0.2268145161,
4051.25,-0.07560483871,
4053,0.07560483871,
4054.75,-0.4788306452,
4056.5,-0.0252016129,
4058.25,-0.4284274194,
4060,-0.1764112903,
4061.75,-0.1260080645,
4063.5,-0.3276209677,
4065.25,-0.2268145161,
4067,-0.2772177419,
4068.75,-0.0252016129,
4070.5,-0.3780241935,
4072.25,-0.7308467742,
4074,-0.2268145161,
4075.75,-0.4788306452,
4077.5,-0.07560483871,
4079.25,-0.2268145161,
4081,-0.07560483871,
4082.75,-0.4788306452,
4084.5,-0.1260080645,
4086.25,-0.2268145161,
4088,-0.1260080645,
4089.75,-0.1764112903,
4091.5,-0.1260080645,
4093.25,0.0252016129,
4095,-0.2268145161,
4096.75,-0.2772177419,
4098.5,-0.0252016129,
4100.25,-0.07560483871,
4102,-0.1260080645,
4103.75,-0.6300403226,
4105.5,-0.07560483871,
4107.25,-0.2772177419,
4109,-0.3276209677,
4110.75,-0.07560483871,
4112.5,-0.1260080645,
4114.25,-0.3276209677,
4116,-0.3276209677,
4117.75,-0.3276209677,
4119.5,-0.07560483871,
4121.25,-0.1260080645,
4123,-0.1260080645,
4124.75,-0.07560483871,
4126.5,-0.07560483871,
4128.25,-0.1260080645,
4130,-0.529233871,
4131.75,-0.3276209677,
4133.5,-0.2772177419,
4135.25,-0.3276209677,
4137,-0.2268145161,
4138.75,-0.3276209677,
4140.5,-0.2268145161,
4142.25,0.0252016129,
4144,-0.3276209677,
4145.75,-0.07560483871,
4147.5,-0.1764112903,
4149.25,-0.1260080645,
4151,-0.1260080645,
4152.75,-0.07560483871,
4154.5,-0.3276209677,
4156.25,-0.07560483871,
4158,-0.2268145161,
4159.75,-0.0252016129,
4161.5,-0.2268145161,
4163.25,-0.3780241935,
4165,0.1764112903,
4166.75,-0.0252016129,
4168.5,-0.0252016129,
4170.25,0.1764112903,
4172,-0.07560483871,
4173.75,-0.1764112903,
4175.5,-0.2772177419,
4177.25,-0.1764112903,
4179,-0.07560483871,
4180.75,-0.2772177419,
4182.5,-0.1764112903,
4184.25,-0.1260080645,
4186,-0.1764112903,
4187.75,-0.07560483871,
4189.5,-0.07560483871,
4191.25,-0.2268145161,
4193,-0.3276209677,
4194.75,-0.2772177419,
4196.5,-0.3780241935,
4198.25,-0.1764112903,
4200,-0.3276209677,
4201.75,-0.1260080645,
4203.5,-0.2772177419,
4205.25,-0.2268145161,
4207,-0.0252016129,
4208.75,-0.5796370968,
4210.5,-0.2772177419,
4212.25,-0.1764112903,
4214,-0.4284274194,
4215.75,-0.2268145161,
4217.5,-0.1260080645,
4219.25,-0.2268145161,
4221,-0.0252016129,
4222.75,-0.1764112903,
4224.5,-0.3276209677,
4226.25,-0.1764112903,
4228,-0.1260080645,
4229.75,-0.07560483871,
4231.5,-0.07560483871,
4233.25,-0.07560483871,
4235,-0.1764112903,
4236.75,-0.2268145161,
4238.5,-0.07560483871,
4240.25,-0.3780241935,
4242,-0.1764112903,
4243.75,-0.1260080645,
4245.5,-0.1260080645,
4247.25,-0.3780241935,
4249,-0.1260080645,
4250.75,-0.2268145161,
4252.5,-0.4788306452,
4254.25,-0.3276209677,
4256,-0.3780241935,
4257.75,-0.07560483871,
4259.5,-0.3780241935,
4261.25,-0.1260080645,
4263,-0.3276209677,
4264.75,-0.1764112903,
4266.5,-0.0252016129,
4268.25,-0.1260080645,
4270,-0.0252016129,
4271.75,-0.2268145161,
4273.5,-0.2268145161,
4275.25,-0.2772177419,
4277,-0.2772177419,
4278.75,-0.07560483871,
4280.5,-0.4284274194,
4282.25,-0.1260080645,
4284,-0.3780241935,
4285.75,-0.3276209677,
4287.5,-0.2268145161,
4289.25,-0.5796370968,
4291,-0.3276209677,
4292.75,-0.07560483871,
4294.5,-0.2268145161,
4296.25,-0.3780241935,
4298,-0.529233871,
4299.75,-0.1764112903,
4301.5,-0.3276209677,
4303.25,-0.2268145161,
4305,0.07560483871,
4306.75,-0.07560483871,
4308.5,-0.4284274194,
4310.25,-0.1764112903,
4312,-0.2772177419,
4313.75,-0.1764112903,
4315.5,-0.1260080645,
4317.25,-0.2772177419,
4319,-0.2268145161,
4320.75,0.0252016129,
4322.5,-0.0252016129,
4324.25,-0.07560483871,
4326,-0.2772177419,
4327.75,-0.2268145161,
4329.5,-0.2268145161,
4331.25,-0.3276209677,
4333,-0.2268145161,
4334.75,-0.1260080645,
4336.5,-0.07560483871,
4338.25,-0.1260080645,
4340,-0.07560483871,
4341.75,-0.3276209677,
4343.5,-0.0252016129,
4345.25,-0.2268145161,
4347,-0.1260080645,
4348.75,-0.07560483871,
4350.5,-0.6300403226,
4352.25,-0.2268145161,
4354,-0.2772177419,
4355.75,-0.1764112903,
4357.5,-0.1764112903,
4359.25,-0.0252016129,
4361,-0.4284274194,
4362.75,-0.4284274194,
4364.5,-0.0252016129,
4366.25,-0.3276209677,
4368,-0.0252016129,
4369.75,-0.1764112903,
4371.5,-0.1764112903,
4373.25,-0.5796370968,
